Customer No.,Company,Address,Address 2,City,State,Sub Type,Bookings YTD,Previous Years Bookings,5Y Average
MPC003,Magalith Power comp.,,,Grande prairie,AB,,0,0,no match
MAI0013,Maryn International,"Bay 5, 4216 - 54th Ave SE",,Calgary,AB,3. GOOD PROSPECT,0,0,no match
MES009,Medallion Energy Services,8601-112 th. St.,,Grande Prairie,AB,,0,0,no match
MHC001,Medicine Hat College,"Medicine Hat College, 299 College Drive SE, Medici",,Medicine Hat,AB,,0,0,no match
MMF001,Meter Man Flow Products,50 Parkside Rd.,,Red Deer,AB,,0,0,no match
TPX100339,Methanex Corporation,"Box 1100, 3806 Box Springs Road NW",,Medicine Hat,AB,6. NEW PROSPECT,0,0,no match
MIC0021,Microsemi,8555 Baxter Place,,Burnaby,BC,,0,0,no match
MIE004,Midland Electric,401C-31 st. N.,,Lethbridge,AB,,0,0,no match
MIE006,Milado Electric,3420 12 Ave N,,Lethbridge,AB,,0,0,no match
MOS004,Millard oilfield Services,,,Medicine Hat,AB,,0,0,no match
MDL004,Mobiltex Data Ltd,3640 26 Street NE,,Calgary,AB,,0,0,no match
MDL005,Mobiltex Data Ltd,3640 26 St NE,,Calgary,AB,,0,0,no match
TP2175884,Moloney Electric Inc.,BANKRUPT,120 Diamond Avenue  / PO Box 3968,Spruce Grove,AB,6. NEW PROSPECT,0,0,no match
MAG0022,Moog Aircraft Group,20263 S Western Ave,,Torrance,CA,,0,0,no match
MCS002,MR Control Systems Inc,4620 Manilla Road SE,,Calgary,AB,3. GOOD PROSPECT,0,0,no match
NAI002,Nacon Industries,220 Saskatchewan Dr.NE,,Lethbridge,AB,,0,0,no match
NOV006,National Oilwell Varco  DOWNHOLE,3660 93 St NW,,Edmonton,AB,,0,0,no match
DAV271611,Natural Resources Canada,Pacific Geological Survey of Canada,"Box 6000,  9860 W Saanich Road",Sidney,BC,3. GOOD PROSPECT,0,0,no match
NCM001,NCS Multistage,"800–840, 7 Ave SW",,Calgary,AB,,0,0,no match
NEP004,Neufeld Petroleum,"101,14125-99 st.",,Grande Prairie,AB,,0,0,no match
NSP003,Nex Source Power,,,Sylvan Lake,AB,,0,0,no match
NEX001,Nexsource,10905-97 Ave.,,Grande Prairie,AB,,0,0,no match
NTI006,Noralta Technologies Inc.,2-8021 Edgar Industrial park,,Red Deer,AB,,0,0,no match
NOW003,Noramco Wire & Cable,4328 55th ave.,,Edmonton,AB,,0,0,no match
NEI0010,Norma Engineering Inc,"310, 540-5th Avenue S.W.",,Calgary,AB,,0,0,no match
TOM100009,Nova Chemicals Corp                (H/O),PO Box 5006,"A/P, Strategic In, Bldg 9",Red Deer,AB,ZZ TOP-100 (INSIDE),0,0,no match
NUE003,Nuvision Electrical & Instrumentation Ltd.,4910 51 Street,,Stettler,AB,,0,0,no match
OBR001,Obsidian Research,"#120, 4445 Calgary Trail NW",,Edmonton,AB,,0,0,no match
OKA001,Okanagan Automation,#5 - 364 Lougheed Road,,Kelowna,BC,,0,0,no match
TP3344,Pacific Insight Electronics Corp.,1155 Insight Drive,,Nelson,BC,3. GOOD PROSPECT,0,0,no match
DAV265061,Pauwels Canada,see CG Power...........,,Winnipeg,MB,3. GOOD PROSPECT,0,0,no match
PCC002,PCC Communications,9741 - 54 Avenue,,Edmonton,AB,3. GOOD PROSPECT,0,0,no match
PPS004,Precision Pump Service,1924  11th. Ave NW.,,Medicine Hat,AB,,0,0,no match
PEL006,Priority Electronics Ltd,55 Trottier Bay,,Winnipeg,MB,5. QUALIFIED LOW,0,0,no match
PCI006,Profire Combustion Inc,55 Alberta Ave Bay 12,,Spruce Grove,AB,3. GOOD PROSPECT,0,0,no match
PRC0012,Pronghorn Controls,4919 72 Ave SE,,Calgary,AB,,0,0,no match
PRC0010,Pronghorn Controls,102-11225 -98 ave,,Grande Prairie,AB,,0,0,no match
TES0076,PTW Control Solutions Ltd.,Calgary Place II,"Suite 600, 355 - 4th Avenue SW",Calgary,AB,,0,0,no match
TFS005,PTW Energy Services Ltd.,Reinhart Business Park,,Lloydminster,AB,,0,0,no match
QUS005,Quantum Supply,6442 Roper Road,,Edmonton,AB,,0,0,no match
RLE001,R L Electric Motor Rewinding,6506 50th avenue,,Lloydminster,AB,,0,0,no match
RSS001,Rail Shop Services Inc,11812-121 St NW Suite 130,,Edmonton,AB,6. NEW PROSPECT,0,0,no match
RDE001,Red Deer Electric,6273 Cronquist Dr.,,Red Deer,AB,,0,0,no match
ROB005,Robertson Bright,"1137, 6027 79th Avenue SE",,Calgary,AB,,0,0,no match
RDS002,Rock Data Services,7975 49 Ave,,Red Deer,AB,,0,0,no match
SAC007,Sancon Commissioning,90 Freeport Blvd NE,Suite 102A,Calgary,AB,4. BRANCH ACCOUNT,0,0,no match
SHA002,Saskatchewan Highways and Infrastructure,800 Central Ave,Box 3003,Prince Albert,SK,3. GOOD PROSPECT,0,0,no match
SAS0023,SaskEnergy  / TransGas,644B - 1777 Victoria Ave,,Regina,SK,,0,0,no match
DAV297773,Savanna Energy  (H/O),"#1800, 311 - 6th Ave SW",,Calgary,AB,3. GOOD PROSPECT,0,0,no match
SCS006,Scaletech Systems,505 - 45th St E,,Saskatoon,SK,,0,0,no match
SCA001,Scanimetrics,4500 Enterprise Square,10230 Jasper Ave,Edmonton,AB,3. GOOD PROSPECT,0,0,no match
SOP002,Semerra Oilfield Pressure Testing,104-10903  78 ave.,,Grande Prairie,AB,,0,0,no match
SEO001,Shane's Electronic Oilfield Services,,,Red Deer,AB,,0,0,no match
SEC009,SHEC Energy Corporation,710 - 47th Street West,Building 5,Saskatoon,SK,,0,0,no match
SIL0013,Silent-Aire,7107 8th st. NW,,Edmonton,AB,,0,0,no match
SNL003,SNC Lavalin,1075 West Georgia Street,12 Floor,Vancouver,BC,,0,0,no match
SNG001,Snubco Group,502 - 23A Avenue,,Nisku,AB,,0,0,no match
SRL003,Southern Rewind Ltd.,"3131 - 2 Ave N ,",,Lethbridge,AB,,0,0,no match
SPT0010,Spar Power Technologies Inc. H/O,"Suite 200, 100 Park Royal",,West Vancouver,BC,2. TARGET (OUTSIDE),0,0,no match
SPE009,Spider Electric,2217-10 th.Ave.S.W.,,Medicine Hat,AB,3. GOOD PROSPECT,0,0,no match
SPC0591,Spyder Controls,5210E Wolf Creek Drive,,Lacombe,AB,,0,0,no match
STA002,Stantec Inc.,1100-111 Dunsmuir Street,,Vancouver,BC,2. TARGET (OUTSIDE),0,0,no match
TPZ1036,Startec Refrigeration Services,7664- 10th Street NE,Deerfoot Buisiness Park II,Calgary,AB,3. GOOD PROSPECT,0,0,no match
SES0021,Stealth Energy Services,9595 Enterprise Way SE,,Calgary,AB,,0,0,no match
SUE002,Suncor Energy Products Partnership,c/o Suncor Energy Services Inc.,"Box 1720, Stn. M",Calgary,AB,ZZ A $KEY ACCOUNT$,0,0,no match
THS006,Tamas Hydronics Systems Inc,4516 112 Ave SE,,Calgary,AB,,0,0,no match
TBC002,TBC Contracting,1720  10th.Ave NW.,,Medicine Hat,AB,,0,0,no match
TEE0014,Techmation Electric & Controls Ltd. (Panel Shop),"105 Auto Road, Reinhart Business Park",,Lloydminster,AB,3. GOOD PROSPECT,0,0,no match
TCI0019,Tektelic Communications Inc,7657 10 St NE,,Calgary,AB,,0,0,no match
TER002,Terracon,2723 - 37 Ave NE,Suite 140,Calgary,AB,5. UNQUALIFIED,0,0,no match
TEG0013,Terry Goebel,6130 3rd St SE,,Calgary,AB,,0,0,no match
TP2365,Toran Power & Equipment,750  43 st.,,Leduc,AB,6. NEW PROSPECT,0,0,no match
TTS002,Traders Tec Systems Controls Ltd,6630 - 71 street,Unit  #4,Red Deer,AB,,0,0,no match
TRE005,Tradesmen Enterprises,"#101 , 11302 - 98 Ave",,Grande Prairie,AB,,0,0,no match
TPF001,Trecon Prologic Fabricated Solutions,2318 18th avenue NE,,Calgary,AB,,0,0,no match
RDK272511,Trecon Systems Limited,5039 13th Street SE,,Calgary,AB,6. NEW PROSPECT,0,0,no match
TRS003,Tri Service,708 - 21 Ave,,Nisku,AB,,0,0,no match
TTC006,Triton Transformer Corporation,135 Stefaniuk Crescent,,Saskatoon,SK,,0,0,no match
TRO001,Trotter & Morton,5711-1 St. S.E.,,Calgary,AB,,0,0,no match
TPS006,Tundra Process Solutions,6523  Flint rd.,,Calgary,AB,,0,0,no match
UPS001,Universal Power Solutions,6025 - 12 St SE,Bay 8,Calgary,AB,,0,0,no match
UPS002,Universal Power Solutions Inc,"#8, 20 Panatella Blvd",,Calgary,AB,,0,0,no match
UCF001,UVic Center for Aerospace Research (CfAR),Hanger B - 9800 McDonald Park Rd.,,Sidney,BC,,0,0,no match
VNI001,Vecima Networks Inc,150 Cardinal Place,,Saskatoon,SK,3. GOOD PROSPECT,0,0,no match
VES002,Venturi Systems,1908 Currie Blvd,,Brandon,MB,,0,0,no match
VPS001,Versa Power Systems Ltd.,4852 - 52nd Street SE,,Calgary,AB,,0,0,no match
VAE002,Vestor Aerospace Engine Services,15- 47 Aero Drive NE,,Calgary,AB,3. GOOD PROSPECT,0,0,no match
WES0017,wespro,6605-46 Ave,,Ponoka,AB,,0,0,no match
CT4003392,Western Instruments Inc.,"Box 72, Site 2",RR #1,St. Albert,AB,6. NEW PROSPECT,0,0,no match
WEM008,Western Magnesium Corp.,580 Hornby Street - 9th Floor,,Vancouver,BC,,0,0,no match
FOQ001,4th Quadrant Solutions Inc.,107 Coverdale Way N.E.,,Calgary,AB,5. QUALIFIED LOW,0,0,0
EM4006470,ABB Ber Mac,250 - 42nd Avenue SE,,Calgary,AB,3. GOOD PROSPECT,0,0,0
CT4000930,ABB Inc.,9800 Endeavor Drive SE,,Calgary,AB,3. GOOD PROSPECT,0,0,0
ACA005,ACAMP,1919 - 94th Street NW,,Edmonton,AB,,0,0,0
EM4008978,ACR Systems Inc.,15110 - 54A Ave.,Unit 201,Surrey,BC,6. NEW PROSPECT,0,0,0
ASL001,Acutec Systems Ltd.,109 Main St.,PO Box 217,Lampman,SK,3. GOOD PROSPECT,0,0,0
AFS004,Advanced Flow Systems Inc.,PO Box 709,Stn Whonnock,Maple Ridge,BC,5. QUALIFIED LOW,0,0,0
TOM100287,Agricultural Technology Centre,ARC Eng'g Serv. Branch,3020 College Dr. South,Lethbridge,AB,3. GOOD PROSPECT,0,0,0
AOT001,Alberta Oil Tool,9530 60th Avenue,,Edmonton,AB,3. GOOD PROSPECT,0,0,0
ALC0019,"Allteck Line Contractors, Inc.",310 - 4260 Still Creek Drive,,Burnaby,BC,,0,0,0
ALC0020,"Allteck Line Contractors, Inc.",16 Collins Road,,Dawson Creek,BC,,0,0,0
DAV186823,Alpine Aerotech Ltd,1260 Industrial Drive,,Kelowna,BC,3. GOOD PROSPECT,0,0,0
APS009,AltaStream Energy Inc.,6475 64th Street,,Delta,BC,3. GOOD PROSPECT,0,0,0
AOU001,Always On UPS Systems Canada Inc.,"#100, 150 Campion Road",,Kelowna,BC,,0,0,0
AEC0011,Amaritech Electric & Controls Ltd.,102-243 Clearview Drive,,Red Deer,AB,6. NEW PROSPECT,0,0,0
TP4518,Analytic Systems Inc.,8128 River Way,,Delta,BC,,0,0,0
EM4011702,Andritz Automation,#100 - 13700 International Place,,Richmond,BC,,0,0,0
ANP001,Angstrom Power Incorporated,#109 - 980 West 1st Street,,North Vancouver,BC,3. GOOD PROSPECT,0,0,0
DAV164770,ATCO Electric Ltd.,5001 - 47th Avenue,PO Box 309,Two Hills,AB,3. GOOD PROSPECT,0,0,0
EM4008548,ATCO Electric Ltd.,104 Birch Road NE,,Slave Lake,AB,5. QUALIFIED LOW,0,0,0
CT4000895,ATCO Electric Ltd.                 (H/O),10035-105 Street,PO Box 2426,Edmonton,AB,ZZ$EXISTING ACCOUNT$,0,0,0
AWW001,Awesense Inc.,66 E 4th Ave.,,Vancouver,BC,,0,0,0
JAM001,BC Cancer Research Centre,675 West 10th Avenue,,Vancouver,BC,,0,0,0
BIE006,Bill Tek Electronics,405 Cranberry Way,,Sherwood Park,AB,,0,0,0
CPA001,C & V Portable Accomodations Ltd.,6633-86 Ave. SE,,Calgary,AB,,0,0,0
CAF003,CalFrac,,,Grande Prairie,AB,3. GOOD PROSPECT,0,0,0
CWS004,Calfrac Well Services Ltd,Canadian Division Head Office & Corporate Headquar,411 - 8 Avenue SW,Calgary,AB,,0,0,0
CAL0013,CalFrac Well Services Ltd.,1685 Semrau Drive NW,Unit #8,Medicine Hat,AB,3. GOOD PROSPECT,0,0,0
CWS003,Calfrac Well Services Ltd.,Canadian Technology Center,349 - 25th Street SE,Calgary,AB,,0,0,0
CTC007,Cam Tran Co. Ltd.,120 Diamond Avenue,,Spruce Grove,AB,,0,0,0
CT4003199,Campbell Scientific (Canada) Corp.,14532 - 131 Avenue NW,,Edmonton,AB,COMPETITION,0,0,0
CNR004,Canadian Natural Resources Ltd.,2840 76th Ave.,Horizon Cross Dock c/o Transforce,Edmonton,AB,2. TARGET (INSIDE),0,0,0
DAV132479,Canadian Natural Resources Ltd.,Bag 1003,,Bonnyville,AB,3. GOOD PROSPECT,0,0,0
DAV261654,Carmanah Technologies Corp.,250 Bay Street,,Victoria,BC,2. TARGET (INSIDE),0,0,0
CAH001,Charlton and Hill Welding,655 30 St. N,,Lethbridge,AB,,0,0,0
COR006,Coanda Research & Development Corporation (H/O),101 - 5140 North Fraser Way,,Burnaby,BC,,0,0,0
EM4007141,Comco Manufacturing Ltd.,811A - 58th Street East,,Saskatoon,SK,5. QUALIFIED LOW,0,0,0
CEC002,Continental Electrical Motor Services Ltd.,"#201, 4015 - 8th Street SE",,Calgary,AB,6. NEW PROSPECT,0,0,0
DAV122195,Continental Electrical Motor Services Ltd.,8909 - 15 Street NW,,Edmonton,AB,4. BRANCH ACCOUNT,0,0,0
COC0021,Conuma Cable,475 Trumpeter Drive,,Gold River,BC,,0,0,0
EM4013577,Critical Environment,Technologies Canada Inc.,145-7391 Vantage Way,Delta,BC,3. GOOD PROSPECT,0,0,0
CWC004,Cummins Western Canada,PO Box 7679,3001 Faithful Ave.,Saskatoon,SK,,0,0,0
DER002,Deloro Resources,c/o Windale Oilfield Services Ltd.,PO Box 954,Lloydminster,AB,3. GOOD PROSPECT,0,0,0
DRI006,Drilformance,"Suite 201, Bldg B",6051 47 St.,Leduc,AB,,0,0,0
DII004,Dynastream Innovations Inc.,#201 100 Grand Blvd,,Cochrane,AB,3. GOOD PROSPECT,0,0,0
ENA002,Engineered Air,1401 Hastings St. S.E.,,Calgary,AB,3. GOOD PROSPECT,0,0,0
EPS006,ENMAX Power Services Corporation (H/O),141 - 50 Ave. SE,,Calgary,AB,,0,0,0
EM4007307,EPCOR (Head Office),"2000, 10423 - 101 Street NW","Accounts Payable, 27th Floor EPCOR Tower",Edmonton,AB,ZZ TOP-100 (INSIDE),0,0,0
AL181288,ERL Phase Power Technologies Ltd.,74 Scurfield Blvd.,,Winnipeg,MB,6. NEW PROSPECT,0,0,0
EES006,Essential Energy Services,1402 Brier Park Cresent NW,,Medicine Hat,AB,,0,0,0
EEL006,ET Energy Ltd.,4895 - 35B Street SE.,,Calgary,AB,3. GOOD PROSPECT,0,0,0
EBC001,Excell Battery Company,"#133, 18525 - 53rd Ave.",,Surrey,BC,2. TARGET (INSIDE),0,0,0
FLU001,Fluxwerx Illumination Inc.,9255 194th Street,,Surrey,BC,2. TARGET (INSIDE),0,0,0
FRI004,FVT Research Inc.,103-19055 Airport Way,,Pitt Meadows,BC,,0,0,0
EM4006265,GE Power,21300 Gordon Way,,Richmond,BC,5. QUALIFIED LOW,0,0,0
GCI009,General Electric Canada,2240 Premier Way,,Sherwood Park,AB,,0,0,0
GWP002,General Window Products of Canada Limited,753 Marion Street,,Winnipeg,MB,,0,0,0
GN002,GN Corporations Inc.,2873 Kingsview Blvd. S.E.,,Airdrie,AB,3. GOOD PROSPECT,0,0,0
GTI007,Gradient Thermal Inc.,"Unit #2, 314 Exploration Ave. SE",,Calgary,AB,,0,0,0
GIC0011,Gulf Islands Cable,12681 26 Ave,,Surrey,BC,,0,0,0
IPA001,Iconic Electric And Controls Inc,11079 - 50th St SE,,Calgary,AB,,0,0,0
BP14016295,International Electric Rigs Ltd.,6412 - 18th Street,,Edmonton,AB,2. TARGET (INSIDE),0,0,0
JBE001,JB Entreprise,78 Champlain Place,,Beaumont,AB,3. GOOD PROSPECT,0,0,0
KEY001,Keyera Partnership,144 - 4th Avenue SW,"Suite 200, Sun Life Plaza West Tower",Calgary,AB,,0,0,0
LCA002,LD Cowley and Associates Ltd.,2968 Henderson Road,,Victoria,BC,,0,0,0
LFS002,LJP Field Services,610 - 17th Ave. SW,Apt 201,Calgary,AB,5. QUALIFIED LOW,0,0,0
LWS001,Lonkar Wireline Services,8080 Edgar Industrial Crescent,,Red Deer,AB,3. GOOD PROSPECT,0,0,0
LVL003,Lucid Vision Labs Inc,130-13200 Delf Place,,Richmond,BC,,0,0,0
MCS003,Magnum Cementing Services Operations Ltd.,PO Box 60010,,Strathmore,AB,5. QUALIFIED LOW,0,0,0
MRC001,Millenia Engineering,"#200, 628 - 11th Ave SW",,Calgary,AB,3. GOOD PROSPECT,0,0,0
EM4015814,Mitsubishi Hitachi Power Systems Canadia Ltd.,3903 Brodsky Avenue,"Power Division Service Facility, unit #100",Saskatoon,SK,ZZ D FAIR PROSPECT,0,0,0
NET007,Netint Technologies Inc.,306-3500 Gilmore Way,,Burnaby,BC,,0,0,0
NAC009,North American Construction Group,11405 - 163 Street,,Edmonton,AB,3. GOOD PROSPECT,0,0,0
NCC002,Northwest Community College,5331 McConnell Ave.,,Terrace,BC,3. GOOD PROSPECT,0,0,0
EM4012536,NOVA Gas Transmission Ltd.      (H/O),"PO Box 1000, Station M",Accounts Payable Department,Calgary,AB,3. GOOD PROSPECT,0,0,0
NHA001,NRC Herzberg Astronomy and Astrophysics,PO Box 248,,Penticton,BC,,0,0,0
NYV001,NYIT Vancouver,"701 W. Georgia St., Suite 1700",P.O. Box 10104,Vancouver,BC,,0,0,0
CD11019,Oce Display Graphics Systems Inc.,406 - 13251 Delf Place,,Richmond,BC,3. GOOD PROSPECT,0,0,0
DAV86806,Pason Systems Corp.,6130 - 3rd Street SE,,Calgary,AB,,0,0,0
PEI006,Perm Inc.,3956 - 29th Street NE,,Calgary,AB,3. GOOD PROSPECT,0,0,0
PPS001,Pioneer Petrotech Services Inc.,"#1, 1431 - 40 Ave. NE",,Calgary,AB,3. GOOD PROSPECT,0,0,0
